"partition","site","year","survey_count"
"north","yv47a8c51834",2006,348
"south","nxbseaw04sex",1978,3537
"south","6mf978v2eaa5",1992,60
"south","42u9324r20z2",2015,10
"south","29nl6z8jy7c7",1989,3390
"south","29nl6z8jy7c7",2005,1827
"south","29nl6z8jy7c7",2015,1437
"south","6h1osqpfd4gr",1978,1376
"south","6h1osqpfd4gr",2002,50
"south","6h1osqpfd4gr",1992,100
"south","d654ga0yr66t",1978,7400
"south","3o0w40vc9785",1973,4273
"south","3o0w40vc9785",1975,5746
"south","3o0w40vc9785",1987,12220
"south","3o0w40vc9785",1996,22053
"south","3o0w40vc9785",2006,40767
"south","3o0w40vc9785",1999,33219
"south","3o0w40vc9785",2014,17212
"south","3o0w40vc9785",2010,29519
"south","3r26cl9s49g7",2015,797
"south","agetn23vqa1r",1999,87385
"south","agetn23vqa1r",1975,1500
"south","agetn23vqa1r",1996,67174
"south","agetn23vqa1r",2006,81662
"south","agetn23vqa1r",2014,112727
"south","agetn23vqa1r",2010,98801
"south","5272z5h51op4",1975,1400
"south","5272z5h51op4",2006,31191
"south","5272z5h51op4",1979,3000
"south","2413jo2i3c70",1976,600
"south","2413jo2i3c70",1994,831
"south","2413jo2i3c70",2001,1262
"south","2413jo2i3c70",2010,651
"south","2413jo2i3c70",2006,1038
"south","2413jo2i3c70",2014,890
"south","18vmlu8an4j7",1987,120
"south","18vmlu8an4j7",2010,0
"south","f947fc989b73",2012,20
"south","9z52f5v1p09p",1979,5000
"south","9z52f5v1p09p",2011,50
"south","ccx8qr689jna",1977,2000
"south","ccx8qr689jna",1992,672
"south","ccx8qr689jna",1995,391
"south","ccx8qr689jna",2005,116
"south","ccx8qr689jna",2014,40
"south","8j09p5y1zim6",1995,414
"south","8j09p5y1zim6",2014,777
"south","8j09p5y1zim6",2012,678
"south","8j09p5y1zim6",1992,365
"south","y93hs16a168r",2006,70
"south","y93hs16a168r",2015,300
"south","y93hs16a168r",2012,163
"south","2r8z6vkfq469",1992,71
"south","2r8z6vkfq469",1995,1037
"south","2r8z6vkfq469",2013,92
"south","qcuqsfzii1i7",1997,339
"south","qcuqsfzii1i7",2013,47
"south","qcuqsfzii1i7",1992,172
"south","7d1q1uck4y59",1998,80
"south","7d1q1uck4y59",2013,145
"south","7d1q1uck4y59",2015,133
"south","7d1q1uck4y59",2009,6
"south","z6o19la7m862",1992,371
"south","z6o19la7m862",2005,270
"south","z6o19la7m862",2013,310
"south","z6o19la7m862",1997,35
"south","7m12qniutsl7",2005,0
"south","7m12qniutsl7",2012,5
"south","7m12qniutsl7",2002,8
"south","gj7pe7o0nfgj",2011,290
"south","i2zp1lo4dy2g",2003,1718
"south","i2zp1lo4dy2g",2014,0
"south","22eeh71v5qo4",2011,333
"south","bx6vlqgnaf7g",2012,21
"south","bx6vlqgnaf7g",2002,15
"south","83z2jw5i5n63",1994,108
"south","83z2jw5i5n63",2014,535
"south","83z2jw5i5n63",2012,87
"south","83z2jw5i5n63",2004,22
"south","o08mkhpw8257",2014,173
"south","z58l54v677pg",2002,150
"south","z58l54v677pg",2010,1014
"south","z58l54v677pg",2006,630
"south","z58l54v677pg",2014,1081
"south","06936av50vn9",1995,137
"south","06936av50vn9",2003,1628
"south","06936av50vn9",2010,1465
"south","06936av50vn9",2014,1051
"south","06936av50vn9",2001,1264
"south","7a9bx8i15b2a",1977,200
"south","7a9bx8i15b2a",2008,348
"south","7a9bx8i15b2a",1995,50
"south","7a9bx8i15b2a",2002,200
"south","7a9bx8i15b2a",1998,300
"south","b2z20xstozf4",2014,606
"south","b2z20xstozf4",1995,150
"south","whrk8elgy260",1973,500
"south","whrk8elgy260",2014,0
"south","whrk8elgy260",2009,136
"south","ji17dbb3l256",2002,5
"south","710ykuiq306y",2002,22
"south","w4hb3969ih7d",1998,8707
"south","w4hb3969ih7d",2011,12029
"south","w4hb3969ih7d",2004,12477
"south","w4hb3969ih7d",2002,13061
"south","w4hb3969ih7d",1995,717
"south","w4hb3969ih7d",2014,4441
"south","2595vl1kdl8d",2009,2537
"south","2595vl1kdl8d",2014,1015
"south","x724h75f6sq1",2011,58
"south","j8k16gm2mub9",2014,306
"south","b7mxe94hl04k",2014,328
"south","b7mxe94hl04k",2011,555
"south","h8qbxm49agtq",2014,604
"south","jqfkyi8qw795",1995,4883
"south","jqfkyi8qw795",1993,5785
"south","jqfkyi8qw795",1998,4576
"south","jqfkyi8qw795",2015,13116
"south","jqfkyi8qw795",2004,8725
"south","jqfkyi8qw795",2013,9164
"south","e6h983v53052",1990,1750
"south","e6h983v53052",1995,1189
"south","e6h983v53052",2011,3378
"south","e6h983v53052",2002,2417
"south","e6h983v53052",2015,2911
"south","e6h983v53052",2004,2057
"south","8z36bf06m30k",1995,1104
"south","8z36bf06m30k",1990,1000
"south","8z36bf06m30k",2004,3787
"south","8z36bf06m30k",2000,1966
"south","8z36bf06m30k",2013,3133
"south","8z36bf06m30k",2015,4149
"south","tih2963drg25",1995,508
"south","tih2963drg25",2005,210
"south","tih2963drg25",2011,314
"south","tih2963drg25",1992,366
"south","tih2963drg25",2000,663
"south","n226556c3g5f",2005,20
"south","n226556c3g5f",2015,90
"south","74q1lv8wssy8",2013,505
"south","74q1lv8wssy8",2004,967
"south","74q1lv8wssy8",2015,2264
"south","19k7yuy4ux2d",2012,595
"south","19k7yuy4ux2d",1976,92
"south","19k7yuy4ux2d",2002,337
"south","19k7yuy4ux2d",1995,212
"south","19k7yuy4ux2d",1998,272
"south","19k7yuy4ux2d",2005,459
"south","z82ts4v4fva7",1994,11
"south","em50ct9qzu3p",2002,32
"south","em50ct9qzu3p",2005,60
"south","em50ct9qzu3p",2015,105
"south","em50ct9qzu3p",1997,24
"south","em50ct9qzu3p",1994,22
"south","em50ct9qzu3p",2010,78
"south","0pen8h7q2000",1994,2
"south","195u77b9lw7t",1994,6
"south","pq413k5f026o",2005,4
"south","82b10a5i4rz9",2005,2
"south","82b10a5i4rz9",1994,4
"south","82b10a5i4rz9",2015,2
"south","82b10a5i4rz9",2011,2
"south","27490fpfs1d8",1994,6
"south","87hn2s9n26fx",1997,250
"south","87hn2s9n26fx",2004,346
"south","87hn2s9n26fx",2002,310
"south","87hn2s9n26fx",2015,700
"south","87hn2s9n26fx",1995,160
"south","87hn2s9n26fx",2011,600
"south","z6ywz82gee7h",2005,45
"south","z6ywz82gee7h",2015,2882
"south","z6ywz82gee7h",2006,457
"south","z6ywz82gee7h",2011,90
"south","z6ywz82gee7h",2002,111
"south","5lv91k7h1ot5",2005,84
"south","5lv91k7h1ot5",1997,45
"south","5lv91k7h1ot5",2015,162
"south","5lv91k7h1ot5",2011,146
"south","5lv91k7h1ot5",1994,49
"south","5lv91k7h1ot5",2002,61
"south","29i8t7b2iw9a",1994,5
"south","72uzn6b5445j",1994,18
"south","72uzn6b5445j",2005,36
"south","16e5t67tm979",2005,11
"south","16e5t67tm979",2015,41
"south","pm49qcxf5u72",2002,467
"south","pm49qcxf5u72",1977,180
"south","pm49qcxf5u72",2006,569
"south","pm49qcxf5u72",1997,303
"south","pm49qcxf5u72",1994,207
"south","u0bi42j669ki",2005,4
"south","u0bi42j669ki",1977,13
"south","u0bi42j669ki",2002,4
"south","u0bi42j669ki",1994,3
"south","u0bi42j669ki",2015,2
"south","u0bi42j669ki",1997,3
"south","0gd3kz8n8871",1964,2374
"south","0gd3kz8n8871",1995,8064
"south","0gd3kz8n8871",1975,7408
"south","0gd3kz8n8871",2015,17086
"south","0gd3kz8n8871",1981,7343
"south","0gd3kz8n8871",2012,16571
"south","0gd3kz8n8871",2002,10459
"south","0gd3kz8n8871",2006,12427
"south","0gd3kz8n8871",1998,8869
"south","kxd2y018z3qa",1994,22
"south","13oq1g7i2809",2005,29
"south","13oq1g7i2809",2015,57
"south","8q6j1cxgmmhv",2005,11
"south","h8393etpu2et",2010,481
"south","h8393etpu2et",2006,0
"south","h8393etpu2et",2015,621
"south","h8393etpu2et",1997,66
"south","h8393etpu2et",1994,26
"south","13sknyi2o1g1",1994,8
"south","puybv7t4brp2",1994,6
"south","9nk8f9un3hpa",2005,455
"south","9nk8f9un3hpa",1998,282
"south","9nk8f9un3hpa",2015,1006
"south","9nk8f9un3hpa",1995,250
"south","9nk8f9un3hpa",2002,318
"south","9nk8f9un3hpa",2011,800
"south","4bz1t8ph45p1",1994,5
"south","av8rx9322vkp",2002,59
"south","av8rx9322vkp",1994,13
"south","av8rx9322vkp",2005,72
"south","3321s6t0t6h7",2006,54
"south","3321s6t0t6h7",1997,8
"south","3321s6t0t6h7",2015,9
"south","3321s6t0t6h7",2002,27
"south","3321s6t0t6h7",2011,203
"south","3321s6t0t6h7",2010,73
"south","2kxpq81rx392",2006,71
"south","2kxpq81rx392",2009,222
"south","2kxpq81rx392",2002,100
"south","2kxpq81rx392",1997,28
"south","c79g5122qz6d",2014,347
"south","cgc1199214of",2005,110
"south","cgc1199214of",1998,48
"south","cgc1199214of",2012,171
"south","cgc1199214of",2002,30
"south","cnrojdj6a297",2015,64
"south","594py9vi042b",2009,115
"south","0r061va225jz",1994,3
"south","4gi06j31l64x",2002,28
"south","4gi06j31l64x",2015,90
"south","4gi06j31l64x",2005,37
"south","4gi06j31l64x",1994,12
"south","4gi06j31l64x",1997,25
"south","g6ex25efroem",1994,6
"south","lz2v28398yma",1974,20
"south","94obt64qk449",2011,44
"south","94obt64qk449",2015,57
"south","94obt64qk449",1994,17
"south","94obt64qk449",2005,30
"south","am434obdn776",1994,6
"south","6262bo8j6v54",2005,85
"south","w104i20wq078",1994,8
"south","lcf2i1a467h1",1994,5
"south","f11eg10069q5",1994,6
"south","7k24i0i02aj9",1994,14
"south","7k24i0i02aj9",2006,77
"south","7k24i0i02aj9",2002,23
"south","7k24i0i02aj9",1997,42
"south","laxq764ifh5x",1994,56
"south","4qbv94adg57y",1994,75
"south","4qbv94adg57y",1997,87
"south","4qbv94adg57y",2005,140
"south","4qbv94adg57y",2015,240
"south","4qbv94adg57y",2002,142
"south","8p2e31d5ti99",1997,20
"south","8p2e31d5ti99",2005,55
"south","8p2e31d5ti99",2002,33
"south","01u6jbked65h",1994,3
"south","4q28o97qx290",1994,5
"south","f3zj9wb4p22e",1995,6
"south","20p2w5kv6o62",1994,9
"south","a8l1wx0qgm31",1993,51
"south","a8l1wx0qgm31",2002,757
"south","a8l1wx0qgm31",1977,10
"south","a8l1wx0qgm31",1997,311
"south","a8l1wx0qgm31",2006,857
"south","jtmy17c8p418",2002,56
"south","jtmy17c8p418",2005,85
"south","o50y4d2292qr",2005,61
"south","o50y4d2292qr",1994,22
"south","vsgeciujoe8x",2005,60
"south","vsgeciujoe8x",1994,18
"south","vsgeciujoe8x",2015,105
"south","vsgeciujoe8x",2002,39
"south","vsgeciujoe8x",2012,215
"south","5jy2rup4z439",1994,4
"south","94q86g6446gx",2005,167
"south","94q86g6446gx",2012,215
"south","94q86g6446gx",2002,140
"south","94q86g6446gx",1997,115
"south","94q86g6446gx",2015,220
"south","94q86g6446gx",1995,90
"south","36piy3i72j81",1994,17
"south","v6v63jo2z0ud",1995,18
"south","8k9891awc72j",1994,9
"south","0ds0lht2250l",2002,372
"south","0ds0lht2250l",1997,322
"south","0ds0lht2250l",2006,712
"south","0ds0lht2250l",1977,65
"south","0ds0lht2250l",1994,187
"south","2g332yg5700d",1994,10
"south","04uos6mzb0r2",1994,2
"south","cfeylly1z62s",1997,134
"south","cfeylly1z62s",2006,163
"south","cfeylly1z62s",2002,88
"south","cfeylly1z62s",1994,117
"south","a7uahoct9h43",2005,61
"south","a7uahoct9h43",2002,59
"south","a7uahoct9h43",1995,45
"south","7ba3eqnn2v3a",1994,3
"south","0n85e3d7k7w9",2005,100
"south","0n85e3d7k7w9",2002,67
"south","0n85e3d7k7w9",1995,51
"south","5d44kynnj0fw",1994,4
"south","oeb782tr5994",1989,9
"south","oeb782tr5994",2002,20
"south","oeb782tr5994",2011,19
"south","oeb782tr5994",1998,20
"south","oeb782tr5994",2015,25
"south","oeb782tr5994",2005,13
"south","2918q0y784p9",2005,3
"south","2918q0y784p9",2012,3
"south","2918q0y784p9",1993,2
"south","h8c5w8bdb5me",1998,19
"south","h8c5w8bdb5me",2002,19
"south","h8c5w8bdb5me",1989,9
"south","h8c5w8bdb5me",2015,14
"south","h8c5w8bdb5me",2011,13
"south","h8c5w8bdb5me",2005,15
"south","71n40t4338uy",2015,45
"south","71n40t4338uy",2008,136
"south","71n40t4338uy",1991,100
"south","71n40t4338uy",1999,76
"south","35a947ny23om",2008,107
"south","35a947ny23om",1991,98
"south","me72dsz3yas3",1996,48
"south","me72dsz3yas3",1991,31
"south","me72dsz3yas3",2003,45
"south","l36y8o36xjnc",1994,469
"south","l36y8o36xjnc",1999,128
"south","z02s32k3vavm",1993,3
"south","30gsv6z1k661",1979,4500
"south","30gsv6z1k661",1997,4482
"south","30gsv6z1k661",1991,5927
"south","30gsv6z1k661",2004,6306
"south","30gsv6z1k661",2015,4813
"south","30gsv6z1k661",2001,2194
"south","30gsv6z1k661",2011,2280
"south","7z1l28oxuj8z",2011,23
"south","7z1l28oxuj8z",1997,0
"south","7z1l28oxuj8z",2004,401
"south","ziw8v413k6e0",1991,19
"south","ll0s4tlgy5su",1991,15
"south","1039kcyyo8c9",1991,328
"south","1039kcyyo8c9",1996,232
"south","1039kcyyo8c9",2003,1477
"south","1039kcyyo8c9",2015,1126
"south","575n3opv96w5",2012,9
"south","575n3opv96w5",1994,54
"south","575n3opv96w5",2015,54
"south","2xvi5111t0w2",1991,40
"south","2xvi5111t0w2",1996,150
"south","867i1a4yc4m2",2015,0
"south","867i1a4yc4m2",2005,0
"south","867i1a4yc4m2",1994,110
"south","867i1a4yc4m2",2012,0
"south","zsyfeyxcpy3x",2012,70
"south","zsyfeyxcpy3x",1996,763
"south","zsyfeyxcpy3x",2004,349
"south","zsyfeyxcpy3x",1994,299
"south","zsyfeyxcpy3x",2001,114
"south","c8un2o4f0mr4",2004,195
"south","c8un2o4f0mr4",1991,125
"south","c8un2o4f0mr4",2011,0
"south","c8un2o4f0mr4",1997,0
"south","m8ymj8821v82",2002,975
"south","m8ymj8821v82",1993,666
"south","m8ymj8821v82",1996,892
"south","m8ymj8821v82",2012,505
"south","5aa3ak095m90",2006,306
"south","5aa3ak095m90",2008,31
"south","5aa3ak095m90",1991,19
"south","vg64dj2cyb1d",2011,109
"south","vg64dj2cyb1d",2003,156
"south","vg64dj2cyb1d",2001,156
"south","51lv747zly3t",1997,0
"south","51lv747zly3t",2011,824
"south","51lv747zly3t",2004,55
"south","5tv313927b55",2000,2435
"south","5tv313927b55",2004,181
"south","5tv313927b55",1997,124
"south","5tv313927b55",1991,2538
"south","5tv313927b55",2011,422
"south","34dkc32t2q0e",2003,968
"south","34dkc32t2q0e",1994,459
"south","34dkc32t2q0e",2004,503
"south","34dkc32t2q0e",2012,1427
"south","34dkc32t2q0e",1999,919
"south","34dkc32t2q0e",2001,189
"south","34dkc32t2q0e",1996,102
"south","4eso4x6f89q9",1996,305
"south","4eso4x6f89q9",2004,1011
"south","4eso4x6f89q9",2001,1121
"south","4eso4x6f89q9",2012,823
"south","4eso4x6f89q9",1991,624
"south","1127ox8ju84t",2000,216
"south","1127ox8ju84t",2004,127
"south","1127ox8ju84t",2011,0
"south","8v6ycdlbr4ku",2011,0
"south","8v6ycdlbr4ku",2004,210
"south","7u0iz8wy3gss",2003,3235
"south","7u0iz8wy3gss",2012,2214
"south","7u0iz8wy3gss",1996,3033
"south","7u0iz8wy3gss",1979,7360
"south","7u0iz8wy3gss",2001,3750
"south","7u0iz8wy3gss",1993,2100
"south","7u0iz8wy3gss",2015,4673
"south","8yxm7s17wxkk",1991,88
"south","8yxm7s17wxkk",1998,45
"south","8yxm7s17wxkk",2003,65
"south","ixjr1z081k8v",1994,131
"south","ixjr1z081k8v",2012,0
"south","ixjr1z081k8v",1996,818
"south","n34ot047ep69",1991,7
"south","n34ot047ep69",2008,1
"south","q3y260fxdjzz",1991,1673
"south","q3y260fxdjzz",2004,0
"south","q3y260fxdjzz",2011,0
"south","q3y260fxdjzz",1997,374
"south","w619qt4k33oo",1991,1187
"south","w619qt4k33oo",1996,250
"south","w619qt4k33oo",2005,385
"south","w619qt4k33oo",2015,48
"south","3yz30y70h5pg",1994,7197
"south","3yz30y70h5pg",1979,22800
"south","3yz30y70h5pg",2013,133
"south","3yz30y70h5pg",1996,7942
"south","3yz30y70h5pg",2002,4459
"south","3yz30y70h5pg",2015,3302
"south","06v0789lb2zy",2016,100
"south","06v0789lb2zy",2012,2183
"south","06v0789lb2zy",2003,0
"south","b76o314da81e",1991,322
"south","b76o314da81e",1996,520
"south","b76o314da81e",2014,21
"south","v0863o230272",1994,1850
"south","v0863o230272",1996,2435
"south","v0863o230272",2009,0
"south","v0863o230272",1999,897
"south","bv32j106e132",2006,431
"south","bv32j106e132",2001,836
"south","bv32j106e132",2014,86
"south","bv32j106e132",1997,1189
"south","ve8cnx28e99c",2001,53
"south","54v1i67x13ce",1996,70
"south","4vnl38lwrzy7",2014,278
"south","4vnl38lwrzy7",2001,1219
"south","4vnl38lwrzy7",1997,1292
"south","4vnl38lwrzy7",1993,1113
"south","4vnl38lwrzy7",2006,971
"south","4i0wn3v539cb",2014,3303
"south","4i0wn3v539cb",2001,580
"south","4i0wn3v539cb",2010,5048
"south","8ua83gx55005",1996,27
"south","8ua83gx55005",2001,28
"south","xf421u476j87",1997,1883
"south","xf421u476j87",1993,1738
"south","xf421u476j87",2001,1977
"south","xf421u476j87",1978,3000
"south","xf421u476j87",2014,1200
"south","xf421u476j87",2006,4231
"south","fm7797i3ugfr",1997,3626
"south","fm7797i3ugfr",2014,747
"south","fm7797i3ugfr",2006,3071
"south","fm7797i3ugfr",1993,2508
"south","fm7797i3ugfr",1976,1000
"south","fm7797i3ugfr",2001,5011
"south","15ur2949hpuc",1995,2107
"south","f04ycvd2n0an",2001,336
"south","f04ycvd2n0an",2014,153
"south","f04ycvd2n0an",1995,200
"south","2aa51to25700",2014,308
"south","52ful2qqv3kx",1975,5159
"south","52ful2qqv3kx",1996,3741
"south","52ful2qqv3kx",2014,11120
"south","52ful2qqv3kx",2001,4987
"south","52ful2qqv3kx",1995,4625
"south","52ful2qqv3kx",2013,10151
"south","ikxq10dhr67m",2014,165
"south","o6j1n23p5p48",2001,100
"south","o6j1n23p5p48",1995,100
"south","o6j1n23p5p48",1993,100
"south","s2s15zqtwrqm",2001,3
"south","73d8o701mgs2",1979,15564
"south","73d8o701mgs2",1977,12169
"south","73d8o701mgs2",1994,31576
"south","73d8o701mgs2",2014,45846
"south","73d8o701mgs2",2001,44492
"south","73d8o701mgs2",2007,34322
"south","73d8o701mgs2",1997,31613
"south","x9ga4kn0a3s6",2006,3715
"south","x9ga4kn0a3s6",2014,411
"south","x9ga4kn0a3s6",1997,2293
"south","x9ga4kn0a3s6",2001,2373
"south","wnpb51toxs9g",2001,100
"south","3889glg81t5x",2001,33
"south","3889glg81t5x",2014,0
"south","xe49rl7596a6",1996,101
"south","xe49rl7596a6",2014,332
"south","xe49rl7596a6",2013,128
"south","xe49rl7596a6",2001,0
"south","asqcbonw3z44",2001,5
"south","asqcbonw3z44",2013,0
"south","asqcbonw3z44",2014,0
"south","0xedxp7l677i",2013,272
"south","0xedxp7l677i",2001,116
"south","i56l39f71b7h",2001,10
"south","48det8im56mc",2014,20
"south","8k3u86m4m9c1",1994,689
"south","8k3u86m4m9c1",2007,833
"south","8k3u86m4m9c1",2001,64
"south","8k3u86m4m9c1",2014,2201
"south","m131y1qve71n",1997,4017
"south","m131y1qve71n",1994,4451
"south","m131y1qve71n",2014,4843
"south","m131y1qve71n",2007,1829
"south","m131y1qve71n",2001,4201
"south","w6m73b21osk7",1996,33
"south","lt5x10awa313",2006,1925
"south","lt5x10awa313",1993,1893
"south","lt5x10awa313",1977,443
"south","lt5x10awa313",2014,669
"south","lt5x10awa313",2001,1716
"south","lt5x10awa313",1976,428
"south","lt5x10awa313",1997,2206
"south","7874kp20371y",2001,13
"south","7874kp20371y",2014,0
"south","7874kp20371y",1997,120
"south","7s6y9vo12y08",2014,0
"south","7s6y9vo12y08",2001,228
"south","pqxok33tl0da",2001,553
"south","pqxok33tl0da",1997,650
"south","pqxok33tl0da",2014,1101
"south","pqxok33tl0da",1994,706
"south","pqxok33tl0da",2007,2781
"south","c1un7n81k1gf",2006,192
"south","c1un7n81k1gf",2001,791
"south","c1un7n81k1gf",1997,861
"south","c1un7n81k1gf",2014,0
"south","95784l678bx5",2014,54
"south","i86cj07b52jj",2001,150
"south","i86cj07b52jj",2014,30
"south","4vs8x9dg3a93",2014,8200
"south","e8g242102837",2013,1538
"south","e8g242102837",2001,535
"south","e8g242102837",1996,700
"south","e8g242102837",2003,527
"south","e8g242102837",2014,1585
"south","xg4f980xypcr",2013,35
"south","1b0v07387p6c",2001,82
"south","1b0v07387p6c",2010,304
"south","8wa8yt9sphdo",2001,60
"south","oixvsmz11357",2006,488
"south","oixvsmz11357",2014,16
"south","oixvsmz11357",1997,36
"south","oixvsmz11357",1993,70
"south","oixvsmz11357",2001,33
"south","3wrphca2793v",2001,0
"south","3wrphca2793v",1995,60
"south","3wrphca2793v",1993,60
"south","3wrphca2793v",2014,212
"south","3wrphca2793v",2010,0
"south","3wrphca2793v",1979,150
"south","wv5f4py2z507",1976,200
